Model,Accuracy,Precision,Recall,F-1,ROC AUC,Train Error,Test Error
"LogisticRegression(C=10, penalty='l1', solver='liblinear')",0.7252747252747253,0.6071428571428571,0.5483870967741935,0.5762711864406779,0.7387096774193548,0.2520325203252033,0.27472527472527475
