Model,Accuracy,Precision,Recall,F-1,ROC AUC,Train Error,Test Error
KNeighborsClassifier(n_neighbors=4),0.9380530973451328,0.926829268292683,0.9047619047619048,0.9156626506024096,0.9590878604963112,0.07929515418502198,0.06194690265486724
