Model,Accuracy,Precision,Recall,F-1,ROC AUC,Train Error,Test Error
KNeighborsClassifier(n_neighbors=9),0.6593406593406593,0.5,0.3225806451612903,0.39215686274509803,0.614247311827957,0.24119241192411922,0.34065934065934067
