Model,Accuracy,Precision,Recall,F-1,ROC AUC,Train Error,Test Error
"SVC(C=10.0, gamma=0.1, kernel='linear', probability=True)",0.6593406593406593,0.5,0.5161290322580645,0.5079365079365079,0.7344086021505376,0.2520325203252033,0.34065934065934067
