Model,Accuracy,Precision,Recall,F-1,ROC AUC,Train Error,Test Error
"BaggingClassifier(base_estimator=DecisionTreeClassifier(max_depth=7,
                                                        min_samples_leaf=3,
                                                        min_samples_split=3),
                  max_samples=0.8, n_estimators=50, n_jobs=-1)",0.9557522123893806,0.9743589743589743,0.9047619047619048,0.9382716049382716,0.9916163648558015,0.01541850220264318,0.04424778761061943
