Model,Accuracy,Precision,Recall,F-1,ROC AUC,Train Error,Test Error
"LogisticRegression(C=1000, solver='liblinear')",0.9823008849557522,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.999664654594232,0.011013215859030812,0.017699115044247815
