Model,Accuracy,Precision,Recall,F-1,ROC AUC,Train Error,Test Error
"DecisionTreeClassifier(max_depth=4, min_samples_split=4)",0.911504424778761,0.9,0.8571428571428571,0.8780487804878048,0.8549631120053655,0.01541850220264318,0.08849557522123896
