Number of epochs,First Unit,Second Unit,Third Unit,Learning Rate,Accuracy
10,20,20,0,0.8,0.101
10,20,20,0,0.9,0.101
10,20,20,10,0.1,0.4909
10,20,20,10,0.2,0.1011
10,20,20,10,0.30000000000000004,0.1748
10,20,20,10,0.4,0.101
10,20,20,10,0.5,0.101
10,20,20,10,0.6,0.2168
10,20,20,10,0.7000000000000001,0.1315
10,20,20,10,0.8,0.101
10,20,20,10,0.9,0.1288
10,20,30,0,0.1,0.1135
10,20,30,0,0.2,0.1135
10,20,30,0,0.30000000000000004,0.1135
10,20,30,0,0.4,0.101
10,20,30,0,0.5,0.101
10,20,30,0,0.6,0.101
10,20,30,0,0.7000000000000001,0.101
10,20,30,0,0.8,0.101
10,20,30,0,0.9,0.101
10,20,30,10,0.1,0.5925
10,20,30,10,0.2,0.2845
10,20,30,10,0.30000000000000004,0.1033
10,20,30,10,0.4,0.2178
10,20,30,10,0.5,0.1919
10,20,30,10,0.6,0.101
10,20,30,10,0.7000000000000001,0.101
10,20,30,10,0.8,0.0983
10,20,30,10,0.9,0.154
10,20,40,0,0.1,0.1135
10,20,40,0,0.2,0.1135
10,20,40,0,0.30000000000000004,0.1135
10,20,40,0,0.4,0.101
10,20,40,0,0.5,0.101
10,20,40,0,0.6,0.101
10,20,40,0,0.7000000000000001,0.101
10,20,40,0,0.8,0.101
10,20,40,0,0.9,0.101
10,20,40,10,0.1,0.6423
10,20,40,10,0.2,0.3565
10,20,40,10,0.30000000000000004,0.1981
10,20,40,10,0.4,0.2688
10,20,40,10,0.5,0.1032
10,20,40,10,0.6,0.0983
10,20,40,10,0.7000000000000001,0.1742
10,20,40,10,0.8,0.1953
10,20,40,10,0.9,0.098
10,40,0,0,0.1,0.1135
10,40,0,0,0.2,0.1135
10,40,0,0,0.30000000000000004,0.1135
10,40,0,0,0.4,0.101
10,40,0,0,0.5,0.101
10,40,0,0,0.6,0.101
10,40,0,0,0.7000000000000001,0.101
10,40,0,0,0.8,0.101
10,40,0,0,0.9,0.101
10,40,0,10,0.1,0.1135
10,40,0,10,0.2,0.1135
10,40,0,10,0.30000000000000004,0.1135
10,40,0,10,0.4,0.101
10,40,0,10,0.5,0.101
10,40,0,10,0.6,0.101
10,40,0,10,0.7000000000000001,0.101
10,40,0,10,0.8,0.101
10,40,0,10,0.9,0.101
10,40,10,0,0.1,0.1135
10,40,10,0,0.2,0.1135
10,40,10,0,0.30000000000000004,0.1135
10,40,10,0,0.4,0.101
10,40,10,0,0.5,0.101
10,40,10,0,0.6,0.101
10,40,10,0,0.7000000000000001,0.101
10,40,10,0,0.8,0.101
10,40,10,0,0.9,0.101
10,40,10,10,0.1,0.3569
10,40,10,10,0.2,0.3735
10,40,10,10,0.30000000000000004,0.2472
10,40,10,10,0.4,0.1832
10,40,10,10,0.5,0.2652
10,40,10,10,0.6,0.1391
10,40,10,10,0.7000000000000001,0.101
10,40,10,10,0.8,0.101
10,40,10,10,0.9,0.101
10,40,20,0,0.1,0.1135
10,40,20,0,0.2,0.1135
10,40,20,0,0.30000000000000004,0.1135
10,40,20,0,0.4,0.101
10,40,20,0,0.5,0.101
10,40,20,0,0.6,0.101
10,40,20,0,0.7000000000000001,0.101
10,40,20,0,0.8,0.101
10,40,20,0,0.9,0.101
10,40,20,10,0.1,0.6799
10,40,20,10,0.2,0.3541
10,40,20,10,0.30000000000000004,0.2768
10,40,20,10,0.4,0.2335
10,40,20,10,0.5,0.1399
10,40,20,10,0.6,0.253
10,40,20,10,0.7000000000000001,0.1008
10,40,20,10,0.8,0.1013
10,40,20,10,0.9,0.2545
10,40,30,0,0.1,0.1135
10,40,30,0,0.2,0.1135
10,40,30,0,0.30000000000000004,0.1135
10,40,30,0,0.4,0.101
10,40,30,0,0.5,0.101
10,40,30,0,0.6,0.101
10,40,30,0,0.7000000000000001,0.101
10,40,30,0,0.8,0.101
10,40,30,0,0.9,0.101
10,40,30,10,0.1,0.5741
10,40,30,10,0.2,0.4551
10,40,30,10,0.30000000000000004,0.1908
10,40,30,10,0.4,0.2474
10,40,30,10,0.5,0.2549
10,40,30,10,0.6,0.0982
10,40,30,10,0.7000000000000001,0.1125
10,40,30,10,0.8,0.1772
10,40,30,10,0.9,0.0892
10,40,40,0,0.1,0.1135
10,40,40,0,0.2,0.1135
10,40,40,0,0.30000000000000004,0.1135
10,40,40,0,0.4,0.101
10,40,40,0,0.5,0.101
10,40,40,0,0.6,0.101
10,40,40,0,0.7000000000000001,0.101
10,40,40,0,0.8,0.101
10,40,40,0,0.9,0.101
10,40,40,10,0.1,0.7439
10,40,40,10,0.2,0.4116
10,40,40,10,0.30000000000000004,0.3074
10,40,40,10,0.4,0.2165
10,40,40,10,0.5,0.286
10,40,40,10,0.6,0.1744
10,40,40,10,0.7000000000000001,0.1032
10,40,40,10,0.8,0.1762
10,40,40,10,0.9,0.098
10,60,0,0,0.1,0.1135
10,60,0,0,0.2,0.1135
10,60,0,0,0.30000000000000004,0.1135
10,60,0,0,0.4,0.101
10,60,0,0,0.5,0.101
10,60,0,0,0.6,0.101
10,60,0,0,0.7000000000000001,0.101
10,60,0,0,0.8,0.101
10,60,0,0,0.9,0.101
10,60,0,10,0.1,0.1135
10,60,0,10,0.2,0.1135
10,60,0,10,0.30000000000000004,0.1135
10,60,0,10,0.4,0.101
10,60,0,10,0.5,0.101
10,60,0,10,0.6,0.101
10,60,0,10,0.7000000000000001,0.101
10,60,0,10,0.8,0.101
10,60,0,10,0.9,0.101
10,60,10,0,0.1,0.1135
10,60,10,0,0.2,0.1135
10,60,10,0,0.30000000000000004,0.1135
10,60,10,0,0.4,0.101
10,60,10,0,0.5,0.101
10,60,10,0,0.6,0.101
10,60,10,0,0.7000000000000001,0.101
10,60,10,0,0.8,0.101
10,60,10,0,0.9,0.101
10,60,10,10,0.1,0.526
10,60,10,10,0.2,0.1012
10,60,10,10,0.30000000000000004,0.3124
10,60,10,10,0.4,0.1012
10,60,10,10,0.5,0.1135
10,60,10,10,0.6,0.101
10,60,10,10,0.7000000000000001,0.2933
10,60,10,10,0.8,0.1014
10,60,10,10,0.9,0.1367
10,60,20,0,0.1,0.1135
10,60,20,0,0.2,0.1135
10,60,20,0,0.30000000000000004,0.1135
10,60,20,0,0.4,0.101
10,60,20,0,0.5,0.101
10,60,20,0,0.6,0.101
10,60,20,0,0.7000000000000001,0.101
10,60,20,0,0.8,0.101
10,60,20,0,0.9,0.101
10,60,20,10,0.1,0.3982
10,60,20,10,0.2,0.3799
10,60,20,10,0.30000000000000004,0.133
10,60,20,10,0.4,0.1698
10,60,20,10,0.5,0.1467
10,60,20,10,0.6,0.1135
10,60,20,10,0.7000000000000001,0.1306
10,60,20,10,0.8,0.1541
10,60,20,10,0.9,0.1852
10,60,30,0,0.1,0.1135
10,60,30,0,0.2,0.1135
10,60,30,0,0.30000000000000004,0.1135
10,60,30,0,0.4,0.101
10,60,30,0,0.5,0.101
10,60,30,0,0.6,0.101
10,60,30,0,0.7000000000000001,0.101
10,60,30,0,0.8,0.101
10,60,30,0,0.9,0.101
10,60,30,10,0.1,0.6547
10,60,30,10,0.2,0.2133
10,60,30,10,0.30000000000000004,0.3151
10,60,30,10,0.4,0.2676
10,60,30,10,0.5,0.2406
10,60,30,10,0.6,0.1966
10,60,30,10,0.7000000000000001,0.151
10,60,30,10,0.8,0.0999
10,60,30,10,0.9,0.1653
10,60,40,0,0.1,0.1135
10,60,40,0,0.2,0.1135
10,60,40,0,0.30000000000000004,0.1135
10,60,40,0,0.4,0.101
10,60,40,0,0.5,0.101
10,60,40,0,0.6,0.101
10,60,40,0,0.7000000000000001,0.101
10,60,40,0,0.8,0.101
10,60,40,0,0.9,0.101
10,60,40,10,0.1,0.7121
10,60,40,10,0.2,0.4289
10,60,40,10,0.30000000000000004,0.1598
10,60,40,10,0.4,0.2387
10,60,40,10,0.5,0.2286
10,60,40,10,0.6,0.101
10,60,40,10,0.7000000000000001,0.1376
10,60,40,10,0.8,0.1741
10,60,40,10,0.9,0.1135
10,80,0,0,0.1,0.1135
10,80,0,0,0.2,0.1135
10,80,0,0,0.30000000000000004,0.1135
10,80,0,0,0.4,0.101
10,80,0,0,0.5,0.101
10,80,0,0,0.6,0.101
10,80,0,0,0.7000000000000001,0.101
10,80,0,0,0.8,0.101
10,80,0,0,0.9,0.101
10,80,0,10,0.1,0.1135
10,80,0,10,0.2,0.1135
10,80,0,10,0.30000000000000004,0.1135
10,80,0,10,0.4,0.101
10,80,0,10,0.5,0.101
10,80,0,10,0.6,0.101
10,80,0,10,0.7000000000000001,0.101
10,80,0,10,0.8,0.101
10,80,0,10,0.9,0.101
10,80,10,0,0.1,0.1135
10,80,10,0,0.2,0.1135
10,80,10,0,0.30000000000000004,0.1135
10,80,10,0,0.4,0.101
10,80,10,0,0.5,0.101
10,80,10,0,0.6,0.101
10,80,10,0,0.7000000000000001,0.101
10,80,10,0,0.8,0.101
10,80,10,0,0.9,0.101
10,80,10,10,0.1,0.4852
10,80,10,10,0.2,0.102
10,80,10,10,0.30000000000000004,0.101
10,80,10,10,0.4,0.3522
10,80,10,10,0.5,0.2059
10,80,10,10,0.6,0.1036
10,80,10,10,0.7000000000000001,0.101
10,80,10,10,0.8,0.3107
10,80,10,10,0.9,0.101
10,80,20,0,0.1,0.1135
10,80,20,0,0.2,0.1135
10,80,20,0,0.30000000000000004,0.1135
10,80,20,0,0.4,0.101
10,80,20,0,0.5,0.101
10,80,20,0,0.6,0.101
10,80,20,0,0.7000000000000001,0.101
10,80,20,0,0.8,0.101
10,80,20,0,0.9,0.101
10,80,20,10,0.1,0.6077
10,80,20,10,0.2,0.4102
10,80,20,10,0.30000000000000004,0.2976
10,80,20,10,0.4,0.101
10,80,20,10,0.5,0.1195
10,80,20,10,0.6,0.1737
10,80,20,10,0.7000000000000001,0.1058
10,80,20,10,0.8,0.101
10,80,20,10,0.9,0.1034
10,80,30,0,0.1,0.1135
10,80,30,0,0.2,0.1135
10,80,30,0,0.30000000000000004,0.1135
10,80,30,0,0.4,0.101
10,80,30,0,0.5,0.101
10,80,30,0,0.6,0.101
10,80,30,0,0.7000000000000001,0.101
10,80,30,0,0.8,0.101
10,80,30,0,0.9,0.101
10,80,30,10,0.1,0.6728
10,80,30,10,0.2,0.3078
10,80,30,10,0.30000000000000004,0.3333
10,80,30,10,0.4,0.1235
10,80,30,10,0.5,0.171
10,80,30,10,0.6,0.1238
10,80,30,10,0.7000000000000001,0.2061
10,80,30,10,0.8,0.0985
10,80,30,10,0.9,0.2097
10,80,40,0,0.1,0.1135
10,80,40,0,0.2,0.1135
10,80,40,0,0.30000000000000004,0.1135
10,80,40,0,0.4,0.101
10,80,40,0,0.5,0.101
10,80,40,0,0.6,0.101
10,80,40,0,0.7000000000000001,0.101
10,80,40,0,0.8,0.101
10,80,40,0,0.9,0.101
10,80,40,10,0.1,0.7156
10,80,40,10,0.2,0.3143
10,80,40,10,0.30000000000000004,0.4374
10,80,40,10,0.4,0.2913
10,80,40,10,0.5,0.1224
10,80,40,10,0.6,0.1947
10,80,40,10,0.7000000000000001,0.1135
10,80,40,10,0.8,0.1036
10,80,40,10,0.9,0.101
